date,date_time,home_team,away_team,venue,home_score,away_score,margin,outcome,final,home_odds,away_odds
2010-07-25,2010-07-25 16:10:00,Port Adelaide,Adelaide,AAMI Stadium,88,69,19,1.0,False,3.36,1.3
2010-07-30,2010-07-30 19:40:00,Essendon,St Kilda,Marvel Stadium,108,75,33,1.0,False,4.74,1.17
2010-07-31,2010-07-31 14:10:00,Collingwood,Carlton,MCG,105,57,48,1.0,False,1.19,4.48
2010-07-31,2010-07-31 14:40:00,Port Adelaide,Hawthorn,AAMI Stadium,92,84,8,1.0,False,3.14,1.33
2010-07-31,2010-07-31 19:10:00,Brisbane,Melbourne,Gabba,64,74,-10,0.0,False,1.75,2.0
2010-07-31,2010-07-31 19:10:00,Sydney,Geelong,Accor Stadium,72,125,-53,0.0,False,4.07,1.23
2010-08-01,2010-08-01 13:10:00,Richmond,Adelaide,MCG,100,80,20,1.0,False,2.25,1.61
2010-08-01,2010-08-01 14:10:00,Western Bulldogs,North Melbourne,Marvel Stadium,143,72,71,1.0,False,1.16,5.02
2010-08-01,2010-08-01 14:40:00,Fremantle,West Coast,Domain Stadium,160,85,75,1.0,False,1.39,2.91
2010-08-06,2010-08-06 19:40:00,Essendon,Carlton,MCG,73,149,-76,0.0,False,1.91,1.81
2010-08-07,2010-08-07 14:10:00,North Melbourne,Fremantle,Marvel Stadium,123,69,54,1.0,False,1.83,1.9
2010-08-07,2010-08-07 14:10:00,Sydney,Hawthorn,SCG,129,85,44,1.0,False,2.01,1.74
2010-08-07,2010-08-07 17:40:00,West Coast,Brisbane,Domain Stadium,65,70,-5,0.0,False,1.61,2.25
2010-08-07,2010-08-07 19:10:00,Geelong,Collingwood,MCG,85,107,-22,0.0,False,1.76,1.99
2010-08-08,2010-08-08 13:10:00,St Kilda,Port Adelaide,Marvel Stadium,151,57,94,1.0,False,1.2,4.4
2010-08-08,2010-08-08 14:10:00,Melbourne,Richmond,MCG,109,80,29,1.0,False,1.52,2.47
2010-08-08,2010-08-08 16:10:00,Adelaide,Western Bulldogs,AAMI Stadium,53,61,-8,0.0,False,3.21,1.33
2010-08-13,2010-08-13 19:40:00,Essendon,Collingwood,MCG,64,162,-98,0.0,False,6.64,1.1
2010-08-14,2010-08-14 13:10:00,Fremantle,Sydney,Domain Stadium,87,96,-9,0.0,False,1.62,2.23
2010-08-14,2010-08-14 14:10:00,Carlton,Richmond,MCG,156,67,89,1.0,False,1.3,3.42
2010-08-14,2010-08-14 19:10:00,Port Adelaide,West Coast,AAMI Stadium,61,60,1,1.0,False,1.33,3.25
2010-08-14,2010-08-14 19:10:00,Western Bulldogs,Geelong,Marvel Stadium,60,161,-101,0.0,False,2.38,1.56
2010-08-15,2010-08-15 13:10:00,Brisbane,Adelaide,Gabba,97,104,-7,0.0,False,2.06,1.7
2010-08-15,2010-08-15 14:10:00,Hawthorn,Melbourne,MCG,99,78,21,1.0,False,1.63,2.22
2010-08-15,2010-08-15 16:40:00,North Melbourne,St Kilda,Marvel Stadium,63,115,-52,0.0,False,3.98,1.24
2010-08-20,2010-08-20 19:40:00,Geelong,Carlton,Marvel Stadium,121,79,42,1.0,False,1.17,4.82
2010-08-21,2010-08-21 14:10:00,Hawthorn,Fremantle,UTAS Stadium,155,39,116,1.0,False,1.09,7.25
2010-08-21,2010-08-21 14:10:00,St Kilda,Richmond,Marvel Stadium,115,94,21,1.0,False,1.08,7.7
2010-08-21,2010-08-21 19:10:00,Collingwood,Adelaide,MCG,54,51,3,1.0,False,1.05,9.75
2010-08-21,2010-08-21 19:10:00,Sydney,Western Bulldogs,SCG,114,70,44,1.0,False,2.05,1.72
2010-08-22,2010-08-22 12:40:00,Port Adelaide,Melbourne,AAMI Stadium,112,83,29,1.0,False,1.92,1.81
2010-08-22,2010-08-22 14:10:00,Essendon,Brisbane,Marvel Stadium,68,95,-27,0.0,False,1.63,2.21
2010-08-22,2010-08-22 14:40:00,West Coast,North Melbourne,Domain Stadium,94,110,-16,0.0,False,2.25,1.61
2010-08-27,2010-08-27 18:40:00,Fremantle,Carlton,Domain Stadium,93,87,6,1.0,False,1.53,2.4
2010-08-28,2010-08-28 13:10:00,Geelong,West Coast,GMHBA Stadium,112,68,44,1.0,False,1.02,14.5
2010-08-28,2010-08-28 14:10:00,Hawthorn,Collingwood,MCG,98,95,3,1.0,False,2.5,1.5
2010-08-28,2010-08-28 15:40:00,Adelaide,St Kilda,AAMI Stadium,65,37,28,1.0,False,2.53,1.49
2010-08-28,2010-08-28 19:10:00,Brisbane,Sydney,Gabba,68,106,-38,0.0,False,2.81,1.41
2010-08-28,2010-08-28 19:10:00,Western Bulldogs,Essendon,Marvel Stadium,107,78,29,1.0,False,1.18,4.61
2010-08-29,2010-08-29 14:10:00,Richmond,Port Adelaide,Marvel Stadium,112,122,-10,0.0,False,1.62,2.22
2010-08-29,2010-08-29 16:40:00,Melbourne,North Melbourne,MCG,103,113,-10,0.0,False,1.87,1.86
2010-09-03,2010-09-03 19:45:00,Geelong,St Kilda,MCG,79,83,-4,0.0,True,1.37,3.05
2010-09-04,2010-09-04 13:20:00,Fremantle,Hawthorn,Domain Stadium,94,64,30,1.0,True,2.16,1.66
2010-09-04,2010-09-04 19:20:00,Collingwood,Western Bulldogs,MCG,124,62,62,1.0,True,1.24,3.91
2010-09-05,2010-09-05 14:40:00,Sydney,Carlton,Accor Stadium,99,94,5,1.0,True,1.45,2.65
2010-09-10,2010-09-10 19:45:00,Geelong,Fremantle,MCG,135,66,69,1.0,True,1.1,6.54
2010-09-11,2010-09-11 19:20:00,Western Bulldogs,Sydney,MCG,77,72,5,1.0,True,1.89,1.86
2010-09-17,2010-09-17 19:45:00,Collingwood,Geelong,MCG,120,79,41,1.0,True,1.79,1.94
2010-09-18,2010-09-18 19:20:00,St Kilda,Western Bulldogs,MCG,88,64,24,1.0,True,1.19,4.42
2010-09-25,2010-09-25 14:30:00,Collingwood,St Kilda,MCG,68,68,0,0.5,True,1.41,2.88
2010-10-02,2010-10-02 14:30:00,Collingwood,St Kilda,MCG,108,52,56,1.0,True,1.59,2.33
2011-03-24,2011-03-24 19:40:00,Carlton,Richmond,MCG,104,84,20,1.0,False,1.29,3.51
2011-03-25,2011-03-25 19:45:00,Geelong,St Kilda,MCG,48,47,1,1.0,False,2.18,1.68
2011-03-26,2011-03-26 14:10:00,Collingwood,Port Adelaide,Marvel Stadium,155,80,75,1.0,False,1.08,7.99
2011-03-26,2011-03-26 19:10:00,Adelaide,Hawthorn,AAMI Stadium,105,85,20,1.0,False,1.92,1.85
2011-03-26,2011-03-26 19:10:00,Brisbane,Fremantle,Gabba,92,94,-2,0.0,False,1.98,1.79
2011-03-27,2011-03-27 13:10:00,Essendon,Western Bulldogs,Marvel Stadium,113,58,55,1.0,False,2.31,1.59
2011-03-27,2011-03-27 14:10:00,Melbourne,Sydney,MCG,84,84,0,0.5,False,1.78,1.99
2011-03-27,2011-03-27 16:10:00,West Coast,North Melbourne,Domain Stadium,92,88,4,1.0,False,1.61,2.27
2011-04-01,2011-04-01 19:40:00,St Kilda,Richmond,MCG,95,95,0,0.5,False,1.23,4.15
2011-04-02,2011-04-02 14:10:00,North Melbourne,Collingwood,Marvel Stadium,56,143,-87,0.0,False,6.7,1.1
2011-04-02,2011-04-02 14:40:00,Port Adelaide,West Coast,AAMI Stadium,98,116,-18,0.0,False,1.45,2.72
2011-04-02,2011-04-02 17:40:00,Fremantle,Geelong,Domain Stadium,78,89,-11,0.0,False,1.67,2.15
2011-04-02,2011-04-02 18:50:00,Gold Coast,Carlton,Gabba,52,171,-119,0.0,False,3.96,1.25
2011-04-03,2011-04-03 13:10:00,Western Bulldogs,Brisbane,Marvel Stadium,123,45,78,1.0,False,1.12,6.34
2011-04-03,2011-04-03 14:10:00,Sydney,Essendon,Accor Stadium,98,93,5,1.0,False,1.8,1.97
2011-04-03,2011-04-03 16:40:00,Hawthorn,Melbourne,MCG,122,77,45,1.0,False,1.41,2.83
2011-04-08,2011-04-08 19:50:00,Collingwood,Carlton,MCG,102,74,28,1.0,False,1.22,4.32
2011-04-09,2011-04-09 14:10:00,Western Bulldogs,Gold Coast,Marvel Stadium,122,51,71,1.0,False,1.02,14.29
2011-04-09,2011-04-09 14:40:00,Adelaide,Fremantle,AAMI Stadium,54,79,-25,0.0,False,1.49,2.6
2011-04-09,2011-04-09 18:10:00,West Coast,Sydney,Domain Stadium,88,101,-13,0.0,False,1.9,1.86
2011-04-09,2011-04-09 19:10:00,Richmond,Hawthorn,MCG,52,115,-63,0.0,False,3.72,1.27
2011-04-10,2011-04-10 13:10:00,Melbourne,Brisbane,MCG,82,71,11,1.0,False,1.18,4.65
2011-04-10,2011-04-10 14:10:00,Geelong,Port Adelaide,GMHBA Stadium,122,43,79,1.0,False,1.07,7.96
2011-04-10,2011-04-10 16:40:00,St Kilda,Essendon,Marvel Stadium,84,136,-52,0.0,False,1.81,1.95
2011-04-15,2011-04-15 19:40:00,Richmond,Collingwood,MCG,90,161,-71,0.0,False,9.79,1.05
2011-04-16,2011-04-16 14:10:00,Carlton,Essendon,MCG,79,79,0,0.5,False,1.89,1.86
2011-04-16,2011-04-16 14:10:00,Hawthorn,West Coast,UTAS Stadium,72,65,7,1.0,False,1.11,6.27
2011-04-16,2011-04-16 19:10:00,Port Adelaide,Adelaide,AAMI Stadium,98,66,32,1.0,False,2.78,1.42
2011-04-16,2011-04-16 19:10:00,Sydney,Geelong,SCG,54,81,-27,0.0,False,2.07,1.72
2011-04-17,2011-04-17 14:10:00,Gold Coast,Melbourne,Gabba,69,159,-90,0.0,False,8.79,1.07
2011-04-17,2011-04-17 14:40:00,Fremantle,North Melbourne,Domain Stadium,127,98,29,1.0,False,1.18,4.82
2011-04-21,2011-04-21 19:40:00,Brisbane,St Kilda,Gabba,76,89,-13,0.0,False,3.66,1.28
2011-04-23,2011-04-23 14:40:00,Port Adelaide,Gold Coast,AAMI Stadium,101,104,-3,0.0,False,1.05,10.58
2011-04-23,2011-04-23 19:10:00,Carlton,Adelaide,Marvel Stadium,85,79,6,1.0,False,1.28,3.68
2011-04-24,2011-04-24 16:40:00,North Melbourne,Richmond,Marvel Stadium,103,112,-9,0.0,False,1.82,1.94
2011-04-25,2011-04-25 14:40:00,Essendon,Collingwood,MCG,77,107,-30,0.0,False,4.26,1.22
2011-04-25,2011-04-25 18:40:00,Fremantle,Western Bulldogs,Domain Stadium,85,78,7,1.0,False,1.67,2.15
2011-04-26,2011-04-26 14:40:00,Hawthorn,Geelong,MCG,98,117,-19,0.0,False,2.02,1.75
2011-04-28,2011-04-28 18:40:00,West Coast,Melbourne,Domain Stadium,106,52,54,1.0,False,1.56,2.41
2011-04-29,2011-04-29 19:40:00,Sydney,Carlton,SCG,71,87,-16,0.0,False,1.66,2.19
2011-04-30,2011-04-30 14:10:00,North Melbourne,Port Adelaide,Marvel Stadium,133,73,60,1.0,False,1.45,2.72
2011-04-30,2011-04-30 19:10:00,Adelaide,St Kilda,AAMI Stadium,90,71,19,1.0,False,1.76,2.01
2011-04-30,2011-04-30 19:10:00,Richmond,Brisbane,MCG,124,98,26,1.0,False,1.4,2.93
2011-05-01,2011-05-01 13:10:00,Essendon,Gold Coast,Marvel Stadium,197,58,139,1.0,False,1.03,12.75
2011-05-01,2011-05-01 16:40:00,Collingwood,Western Bulldogs,MCG,105,57,48,1.0,False,1.12,6.13
2011-05-06,2011-05-06 20:10:00,Port Adelaide,Hawthorn,AAMI Stadium,72,104,-32,0.0,False,4.45,1.2
2011-05-07,2011-05-07 13:10:00,Western Bulldogs,Sydney,Manuka Oval,65,73,-8,0.0,False,1.69,2.12
2011-05-07,2011-05-07 14:10:00,Geelong,North Melbourne,GMHBA Stadium,127,61,66,1.0,False,1.07,8.35
2011-05-07,2011-05-07 16:10:00,Richmond,Fremantle,MCG,148,99,49,1.0,False,2.2,1.64
2011-05-07,2011-05-07 19:10:00,Gold Coast,Brisbane,Gabba,124,116,8,1.0,False,6.33,1.12
2011-05-08,2011-05-08 13:10:00,Essendon,West Coast,Marvel Stadium,106,90,16,1.0,False,1.2,4.4
2011-05-08,2011-05-08 14:10:00,Melbourne,Adelaide,MCG,149,53,96,1.0,False,1.81,1.96
2011-05-09,2011-05-09 19:20:00,St Kilda,Carlton,Marvel Stadium,81,84,-3,0.0,False,2.84,1.41
2011-05-13,2011-05-13 19:40:00,Geelong,Collingwood,MCG,65,62,3,1.0,False,2.62,1.48
2011-05-14,2011-05-14 14:10:00,North Melbourne,Melbourne,Marvel Stadium,124,83,41,1.0,False,1.81,1.95
2011-05-14,2011-05-14 14:40:00,Adelaide,Gold Coast,AAMI Stadium,130,73,57,1.0,False,1.14,5.65
2011-05-14,2011-05-14 19:10:00,Brisbane,Essendon,Gabba,66,102,-36,0.0,False,4.43,1.2
2011-05-14,2011-05-14 19:40:00,Sydney,Port Adelaide,SCG,121,59,62,1.0,False,1.12,6.12
2011-05-15,2011-05-15 13:10:00,Hawthorn,St Kilda,MCG,99,69,30,1.0,False,1.42,2.82
2011-05-15,2011-05-15 14:10:00,Western Bulldogs,Richmond,Marvel Stadium,153,118,35,1.0,False,1.66,2.18
2011-05-15,2011-05-15 14:40:00,West Coast,Fremantle,Domain Stadium,96,63,33,1.0,False,1.96,1.8
2011-05-20,2011-05-20 19:40:00,Carlton,Geelong,Marvel Stadium,100,102,-2,0.0,False,2.74,1.44
2011-05-21,2011-05-21 14:10:00,Port Adelaide,Fremantle,AAMI Stadium,90,142,-52,0.0,False,2.39,1.56
2011-05-21,2011-05-21 14:10:00,St Kilda,Melbourne,Marvel Stadium,106,86,20,1.0,False,1.4,2.9
2011-05-21,2011-05-21 19:40:00,Brisbane,North Melbourne,Gabba,73,59,14,1.0,False,1.88,1.87
2011-05-21,2011-05-21 19:40:00,Richmond,Essendon,MCG,105,89,16,1.0,False,2.73,1.44
2011-05-22,2011-05-22 13:10:00,Collingwood,Adelaide,Marvel Stadium,135,92,43,1.0,False,1.05,9.88
2011-05-22,2011-05-22 14:10:00,Sydney,Hawthorn,SCG,60,106,-46,0.0,False,1.74,2.05
2011-05-22,2011-05-22 14:40:00,West Coast,Western Bulldogs,Domain Stadium,175,52,123,1.0,False,1.67,2.15
2011-05-27,2011-05-27 19:40:00,Melbourne,Carlton,MCG,46,93,-47,0.0,False,5.64,1.14
2011-05-28,2011-05-28 13:10:00,Fremantle,St Kilda,Domain Stadium,56,102,-46,0.0,False,1.58,2.35
2011-05-28,2011-05-28 14:10:00,North Melbourne,Sydney,Marvel Stadium,71,72,-1,0.0,False,2.02,1.76
2011-05-28,2011-05-28 19:20:00,Gold Coast,Geelong,People First Stadium,73,139,-66,0.0,False,12.5,1.03
2011-05-28,2011-05-28 20:10:00,Richmond,Port Adelaide,TIO Stadium,74,89,-15,0.0,False,1.24,4.06
2011-05-29,2011-05-29 12:40:00,Adelaide,Brisbane,AAMI Stadium,61,101,-40,0.0,False,1.26,3.79
2011-05-29,2011-05-29 14:10:00,Collingwood,West Coast,MCG,105,53,52,1.0,False,1.22,4.24
2011-05-29,2011-05-29 16:40:00,Western Bulldogs,Hawthorn,Marvel Stadium,62,91,-29,0.0,False,3.37,1.32
2011-06-03,2011-06-03 19:40:00,Essendon,Melbourne,MCG,68,101,-33,0.0,False,1.24,4.02
2011-06-04,2011-06-04 13:10:00,West Coast,Gold Coast,Domain Stadium,85,67,18,1.0,False,1.05,9.75
2011-06-04,2011-06-04 14:10:00,Geelong,Western Bulldogs,GMHBA Stadium,148,87,61,1.0,False,1.11,6.55
2011-06-04,2011-06-04 19:10:00,Collingwood,St Kilda,MCG,108,51,57,1.0,False,1.18,4.72
2011-06-04,2011-06-04 19:40:00,Brisbane,Sydney,Gabba,51,116,-65,0.0,False,1.84,1.91
2011-06-05,2011-06-05 13:10:00,Hawthorn,Fremantle,MCG,111,89,22,1.0,False,1.19,4.59
2011-06-05,2011-06-05 14:10:00,North Melbourne,Adelaide,Marvel Stadium,115,68,47,1.0,False,1.6,2.29
2011-06-05,2011-06-05 16:10:00,Port Adelaide,Carlton,AAMI Stadium,49,111,-62,0.0,False,4.32,1.21
2011-06-10,2011-06-10 19:40:00,St Kilda,Western Bulldogs,Marvel Stadium,81,57,24,1.0,False,1.4,2.89
2011-06-11,2011-06-11 14:10:00,Adelaide,West Coast,AAMI Stadium,67,106,-39,0.0,False,2.2,1.64
2011-06-11,2011-06-11 19:10:00,Geelong,Hawthorn,MCG,88,83,5,1.0,False,1.44,2.73
2011-06-11,2011-06-11 19:10:00,Gold Coast,North Melbourne,People First Stadium,63,122,-59,0.0,False,3.34,1.32
2011-06-12,2011-06-12 13:10:00,Carlton,Brisbane,Marvel Stadium,124,63,61,1.0,False,1.06,9.33
2011-06-12,2011-06-12 14:10:00,Sydney,Richmond,SCG,75,65,10,1.0,False,1.25,3.86
2011-06-12,2011-06-12 14:40:00,Fremantle,Essendon,Domain Stadium,98,64,34,1.0,False,1.76,2.01
2011-06-13,2011-06-13 14:10:00,Melbourne,Collingwood,MCG,41,129,-88,0.0,False,4.63,1.19
2011-06-17,2011-06-17 19:40:00,Western Bulldogs,Adelaide,Marvel Stadium,100,70,30,1.0,False,1.29,3.48
2011-06-18,2011-06-18 14:10:00,Essendon,North Melbourne,Marvel Stadium,90,111,-21,0.0,False,1.65,2.18
2011-06-18,2011-06-18 14:10:00,Hawthorn,Gold Coast,UTAS Stadium,129,58,71,1.0,False,1.02,14.67
2011-06-18,2011-06-18 19:10:00,Brisbane,Richmond,Gabba,94,125,-31,0.0,False,2.12,1.69
2011-06-18,2011-06-18 19:10:00,St Kilda,Geelong,MCG,72,100,-28,0.0,False,3.65,1.27
2011-06-19,2011-06-19 13:10:00,Melbourne,Fremantle,MCG,149,60,89,1.0,False,1.73,2.06
2011-06-19,2011-06-19 14:10:00,Carlton,Sydney,Marvel Stadium,100,66,34,1.0,False,1.28,3.59
2011-06-19,2011-06-19 14:40:00,West Coast,Port Adelaide,Domain Stadium,110,88,22,1.0,False,1.07,8.45
2011-06-24,2011-06-24 19:40:00,Hawthorn,Essendon,MCG,146,81,65,1.0,False,1.61,2.28
2011-06-25,2011-06-25 14:10:00,Gold Coast,Western Bulldogs,People First Stadium,88,110,-22,0.0,False,5.24,1.15
2011-06-25,2011-06-25 14:10:00,Richmond,Melbourne,MCG,91,118,-27,0.0,False,1.95,1.81
2011-06-25,2011-06-25 17:40:00,Fremantle,Brisbane,Domain Stadium,88,65,23,1.0,False,1.17,4.96
2011-06-25,2011-06-25 19:10:00,Sydney,Collingwood,Accor Stadium,93,99,-6,0.0,False,5.46,1.15
2011-06-26,2011-06-26 13:10:00,Geelong,Adelaide,GMHBA Stadium,125,73,52,1.0,False,1.06,8.92
2011-06-26,2011-06-26 14:10:00,Carlton,West Coast,Marvel Stadium,67,103,-36,0.0,False,1.22,4.19
2011-06-26,2011-06-26 16:10:00,Port Adelaide,North Melbourne,AAMI Stadium,91,136,-45,0.0,False,2.59,1.48
2011-07-01,2011-07-01 19:40:00,Western Bulldogs,Melbourne,Marvel Stadium,127,63,64,1.0,False,2.01,1.75
2011-07-02,2011-07-02 13:10:00,Fremantle,Gold Coast,Domain Stadium,112,62,50,1.0,False,1.1,6.56
2011-07-02,2011-07-02 14:10:00,Richmond,Carlton,MCG,81,184,-103,0.0,False,3.85,1.25
2011-07-02,2011-07-02 19:10:00,Adelaide,Sydney,AAMI Stadium,57,50,7,1.0,False,2.78,1.42
2011-07-02,2011-07-02 19:10:00,Essendon,Geelong,Marvel Stadium,115,111,4,1.0,False,7.76,1.08
2011-07-03,2011-07-03 13:10:00,Brisbane,Port Adelaide,Gabba,99,88,11,1.0,False,1.41,2.85
2011-07-03,2011-07-03 14:10:00,Collingwood,Hawthorn,MCG,106,65,41,1.0,False,1.3,3.49
2011-07-03,2011-07-03 16:40:00,North Melbourne,St Kilda,Marvel Stadium,70,79,-9,0.0,False,1.97,1.79
2011-07-08,2011-07-08 18:40:00,West Coast,Geelong,Domain Stadium,96,88,8,1.0,False,2.25,1.62
2011-07-09,2011-07-09 14:10:00,Hawthorn,Brisbane,UTAS Stadium,105,63,42,1.0,False,1.09,7.06
2011-07-09,2011-07-09 19:10:00,Essendon,Richmond,MCG,105,66,39,1.0,False,1.51,2.51
2011-07-09,2011-07-09 19:10:00,Gold Coast,Sydney,People First Stadium,36,106,-70,0.0,False,5.7,1.13
2011-07-10,2011-07-10 13:10:00,Collingwood,North Melbourne,MCG,147,30,117,1.0,False,1.07,8.28
2011-07-10,2011-07-10 14:40:00,Port Adelaide,St Kilda,AAMI Stadium,53,109,-56,0.0,False,3.63,1.27
2011-07-10,2011-07-10 16:40:00,Western Bulldogs,Carlton,Marvel Stadium,96,69,27,1.0,False,3.35,1.31
2011-07-15,2011-07-15 20:10:00,Adelaide,Essendon,AAMI Stadium,73,84,-11,0.0,False,2.05,1.72
2011-07-16,2011-07-16 14:10:00,Carlton,Collingwood,MCG,79,98,-19,0.0,False,5.16,1.16
2011-07-16,2011-07-16 14:10:00,Richmond,Gold Coast,Cazaly’s Stadium,70,85,-15,0.0,False,1.13,5.85
2011-07-16,2011-07-16 19:10:00,St Kilda,West Coast,Marvel Stadium,82,61,21,1.0,False,1.76,2.01
2011-07-16,2011-07-16 20:10:00,Melbourne,Port Adelaide,TIO Stadium,113,92,21,1.0,False,1.27,3.65
2011-07-17,2011-07-17 13:10:00,Sydney,Fremantle,SCG,87,98,-11,0.0,False,1.28,3.61
2011-07-17,2011-07-17 14:10:00,Brisbane,Geelong,Gabba,104,133,-29,0.0,False,7.26,1.09
2011-07-17,2011-07-17 16:40:00,North Melbourne,Western Bulldogs,Marvel Stadium,142,111,31,1.0,False,3.04,1.37
2011-07-22,2011-07-22 19:40:00,St Kilda,Adelaide,Marvel Stadium,127,24,103,1.0,False,1.13,6.03
2011-07-23,2011-07-23 14:10:00,North Melbourne,Brisbane,Marvel Stadium,122,77,45,1.0,False,1.12,6.24
2011-07-23,2011-07-23 14:10:00,Sydney,Western Bulldogs,SCG,114,75,39,1.0,False,1.51,2.54
2011-07-23,2011-07-23 19:10:00,Essendon,Carlton,MCG,79,153,-74,0.0,False,2.87,1.41
2011-07-23,2011-07-23 19:10:00,Gold Coast,Collingwood,People First Stadium,75,129,-54,0.0,False,15.8,1.02
2011-07-24,2011-07-24 13:10:00,Geelong,Richmond,Marvel Stadium,113,51,62,1.0,False,1.06,8.8
2011-07-24,2011-07-24 14:10:00,Melbourne,Hawthorn,MCG,78,132,-54,0.0,False,4.37,1.21
2011-07-24,2011-07-24 14:40:00,Fremantle,West Coast,Domain Stadium,64,65,-1,0.0,False,2.69,1.46
2011-07-29,2011-07-29 19:40:00,North Melbourne,Carlton,Marvel Stadium,62,80,-18,0.0,False,3.52,1.3
2011-07-30,2011-07-30 14:10:00,Geelong,Melbourne,GMHBA Stadium,233,47,186,1.0,False,1.07,8.33
2011-07-30,2011-07-30 14:10:00,Western Bulldogs,West Coast,Marvel Stadium,95,103,-8,0.0,False,2.29,1.61
2011-07-30,2011-07-30 17:40:00,Fremantle,Hawthorn,Domain Stadium,44,95,-51,0.0,False,2.49,1.54
2011-07-30,2011-07-30 19:10:00,Gold Coast,St Kilda,People First Stadium,54,74,-20,0.0,False,7.4,1.08
2011-07-31,2011-07-31 14:10:00,Collingwood,Essendon,MCG,166,92,74,1.0,False,1.07,8.45
2011-07-31,2011-07-31 16:10:00,Adelaide,Port Adelaide,AAMI Stadium,111,79,32,1.0,False,1.61,2.29
2011-08-05,2011-08-05 19:40:00,St Kilda,Fremantle,Marvel Stadium,113,72,41,1.0,False,1.14,5.51
2011-08-06,2011-08-06 13:40:00,Geelong,Gold Coast,GMHBA Stadium,188,38,150,1.0,False,1.01,17.03
2011-08-06,2011-08-06 14:10:00,Carlton,Melbourne,MCG,134,58,76,1.0,False,1.13,5.74
2011-08-06,2011-08-06 19:10:00,Port Adelaide,Collingwood,AAMI Stadium,21,159,-138,0.0,False,13.17,1.03
2011-08-06,2011-08-06 19:20:00,Essendon,Sydney,Marvel Stadium,100,99,1,1.0,False,1.84,1.89
2011-08-07,2011-08-07 13:10:00,Brisbane,Adelaide,Gabba,105,110,-5,0.0,False,1.68,2.13
2011-08-07,2011-08-07 14:10:00,Hawthorn,North Melbourne,UTAS Stadium,103,86,17,1.0,False,1.17,4.82
2011-08-07,2011-08-07 14:40:00,West Coast,Richmond,Domain Stadium,147,90,57,1.0,False,1.08,7.56
2011-08-12,2011-08-12 19:40:00,St Kilda,Collingwood,Marvel Stadium,70,89,-19,0.0,False,5.89,1.12
2011-08-13,2011-08-13 13:10:00,Fremantle,Carlton,Domain Stadium,85,115,-30,0.0,False,2.97,1.38
2011-08-13,2011-08-13 14:10:00,Hawthorn,Port Adelaide,MCG,197,32,165,1.0,False,1.02,15.46
2011-08-13,2011-08-13 19:10:00,Brisbane,Gold Coast,Gabba,123,61,62,1.0,False,1.36,3.08
2011-08-13,2011-08-13 19:10:00,Western Bulldogs,Essendon,Marvel Stadium,101,150,-49,0.0,False,2.23,1.63
2011-08-14,2011-08-14 13:10:00,Melbourne,West Coast,Marvel Stadium,62,110,-48,0.0,False,4.45,1.2
2011-08-14,2011-08-14 14:10:00,Richmond,Sydney,MCG,99,56,43,1.0,False,3.42,1.3
2011-08-14,2011-08-14 16:10:00,Adelaide,Geelong,AAMI Stadium,85,96,-11,0.0,False,8.8,1.06
2011-08-19,2011-08-19 19:40:00,Carlton,Hawthorn,Marvel Stadium,66,78,-12,0.0,False,2.39,1.56
2011-08-20,2011-08-20 13:10:00,West Coast,Essendon,Domain Stadium,134,77,57,1.0,False,1.24,3.97
2011-08-20,2011-08-20 14:10:00,Gold Coast,Adelaide,People First Stadium,64,125,-61,0.0,False,4.66,1.19
2011-08-20,2011-08-20 19:10:00,Collingwood,Brisbane,MCG,102,84,18,1.0,False,1.01,16.12
2011-08-20,2011-08-20 19:10:00,North Melbourne,Fremantle,Marvel Stadium,143,45,98,1.0,False,1.34,3.18
2011-08-21,2011-08-21 13:10:00,Sydney,St Kilda,Accor Stadium,83,68,15,1.0,False,2.24,1.62
2011-08-21,2011-08-21 14:40:00,Port Adelaide,Western Bulldogs,AAMI Stadium,97,157,-60,0.0,False,4.79,1.17
2011-08-21,2011-08-21 16:40:00,Melbourne,Richmond,MCG,110,117,-7,0.0,False,2.06,1.72
2011-08-26,2011-08-26 18:40:00,Fremantle,Collingwood,Domain Stadium,52,132,-80,0.0,False,13.75,1.02
2011-08-27,2011-08-27 14:10:00,Geelong,Sydney,GMHBA Stadium,86,99,-13,0.0,False,1.07,8.35
2011-08-27,2011-08-27 14:10:00,Hawthorn,Western Bulldogs,MCG,113,67,46,1.0,False,1.1,6.79
2011-08-27,2011-08-27 19:10:00,Brisbane,West Coast,Gabba,81,89,-8,0.0,False,3.44,1.3
2011-08-27,2011-08-27 19:10:00,St Kilda,North Melbourne,Marvel Stadium,135,70,65,1.0,False,1.71,2.08
2011-08-28,2011-08-28 12:40:00,Adelaide,Richmond,AAMI Stadium,99,121,-22,0.0,False,1.35,3.15
2011-08-28,2011-08-28 14:10:00,Melbourne,Gold Coast,MCG,112,82,30,1.0,False,1.1,6.78
2011-08-28,2011-08-28 16:40:00,Essendon,Port Adelaide,Marvel Stadium,120,113,7,1.0,False,1.03,12.5
2011-09-02,2011-09-02 19:40:00,Collingwood,Geelong,MCG,53,149,-96,0.0,False,1.35,3.14
2011-09-03,2011-09-03 13:10:00,Gold Coast,Hawthorn,People First Stadium,97,106,-9,0.0,False,5.25,1.16
2011-09-03,2011-09-03 14:10:00,Western Bulldogs,Fremantle,Marvel Stadium,107,61,46,1.0,False,1.11,6.39
2011-09-03,2011-09-03 16:10:00,Sydney,Brisbane,SCG,119,67,52,1.0,False,1.13,5.68
